,Spacecraft,Start,Stop,Created
080327AP_PE_08082_08140.bsp,CASSINI,2008-03-22 12:10:40.000,2008-05-19 01:37:58.000,2008-03-27 13:19:34.000
080327AP_SCPSE_08082_08140.bsp,CASSINI,2008-03-22 12:10:40.000,2008-05-19 01:37:58.000,2008-03-27 13:19:15.000
080327AP_SE_08082_08140.bsp,CASSINI,2008-03-22 12:10:40.000,2008-05-19 01:37:58.000,2008-03-27 13:19:35.000
080327AP_SK_08082_08140.bsp,CASSINI,2008-03-22 12:10:40.000,2008-05-19 01:37:58.000,2008-03-27 13:19:20.000
080327R_SCPSE_07365_08045.bsp,CASSINI,2007-12-31 05:58:55.000,2008-02-14 17:58:55.000,2008-03-27 11:38:02.000
080408AP_PE_08082_08140.bsp,CASSINI,2008-03-22 12:10:40.000,2008-05-19 01:37:58.000,2008-04-08 11:30:30.000
080408AP_SCPSE_08082_08140.bsp,CASSINI,2008-03-22 12:10:40.000,2008-05-19 01:37:58.000,2008-04-08 11:30:14.000
080408AP_SE_08082_08140.bsp,CASSINI,2008-03-22 12:10:40.000,2008-05-19 01:37:58.000,2008-04-08 11:30:30.000
080408AP_SK_08082_08140.bsp,CASSINI,2008-03-22 12:10:40.000,2008-05-19 01:37:58.000,2008-04-08 11:30:18.000
080423AP_PE_08114_08140.bsp,CASSINI,2008-04-23 09:59:33.000,2008-05-19 01:37:58.000,2008-04-23 10:07:31.000
080423AP_SCPSE_08114_08140.bsp,CASSINI,2008-04-23 09:59:33.000,2008-05-19 01:37:58.000,2008-04-23 10:07:22.000
080423AP_SE_08114_08140.bsp,CASSINI,2008-04-23 09:59:33.000,2008-05-19 01:37:58.000,2008-04-23 10:07:31.000
080423AP_SK_08114_08140.bsp,CASSINI,2008-04-23 09:59:33.000,2008-05-19 01:37:58.000,2008-04-23 10:07:24.000
080424AP_PE_08115_08140.bsp,CASSINI,2008-04-23 15:45:55.000,2008-05-19 01:37:58.000,2008-04-24 09:21:14.000
080424AP_SCPSE_08115_08140.bsp,CASSINI,2008-04-23 15:45:55.000,2008-05-19 01:37:58.000,2008-04-24 09:21:05.000
080424AP_SE_08115_08140.bsp,CASSINI,2008-04-23 15:45:55.000,2008-05-19 01:37:58.000,2008-04-24 09:21:14.000
080424AP_SK_08115_08140.bsp,CASSINI,2008-04-23 15:45:55.000,2008-05-19 01:37:58.000,2008-04-24 09:21:07.000
080428R_SCPSE_08045_08067.bsp,CASSINI,2008-02-14 17:58:55.000,2008-03-07 11:58:55.000,2008-05-01 15:21:38.000
080507AP_PE_08128_08140.bsp,CASSINI,2008-05-06 14:58:55.000,2008-05-19 01:37:58.000,2008-05-07 11:12:58.000
080507AP_SE_08128_08140.bsp,CASSINI,2008-05-06 14:58:55.000,2008-05-19 01:37:58.000,2008-05-07 11:12:58.000
080507BP_SCPSE_08128_08140.bsp,CASSINI,2008-05-06 14:58:55.000,2008-05-19 01:37:58.000,2008-05-07 11:12:54.000
080507BP_SK_08128_08140.bsp,CASSINI,2008-05-06 14:58:55.000,2008-05-19 01:37:58.000,2008-05-07 11:12:56.000
080512AP_PE_08130_08153.bsp,CASSINI,2008-05-09 02:12:06.000,2008-06-01 05:58:55.000,2008-05-12 13:40:18.000
080512AP_SCPSE_08130_08153.bsp,CASSINI,2008-05-09 02:12:06.000,2008-06-01 05:58:55.000,2008-05-12 13:40:08.000
080512AP_SE_08130_08153.bsp,CASSINI,2008-05-09 02:12:06.000,2008-06-01 05:58:55.000,2008-05-12 13:40:18.000
080512AP_SK_08130_08153.bsp,CASSINI,2008-05-09 02:12:06.000,2008-06-01 05:58:55.000,2008-05-12 13:40:10.000
080514AP_PE_08130_08153.bsp,CASSINI,2008-05-09 02:12:06.000,2008-06-01 05:58:55.000,2008-05-14 12:20:27.000
080514AP_SCPSE_08130_08153.bsp,CASSINI,2008-05-09 02:12:06.000,2008-06-01 05:58:55.000,2008-05-14 12:20:17.000
080514AP_SE_08130_08153.bsp,CASSINI,2008-05-09 02:12:06.000,2008-06-01 05:58:55.000,2008-05-14 12:20:28.000
080514AP_SK_08130_08153.bsp,CASSINI,2008-05-09 02:12:06.000,2008-06-01 05:58:55.000,2008-05-14 12:20:20.000
080515R_SCPSE_08067_08078.bsp,CASSINI,2008-03-07 11:58:55.000,2008-03-18 11:58:55.000,2008-05-15 10:24:53.000
080520AP_PE_08138_10182.bsp,CASSINI,2008-05-17 01:19:59.000,2010-07-01 11:58:55.000,2008-05-19 18:33:36.000
080520AP_PE_08141_08155.bsp,CASSINI,2008-05-19 14:11:55.000,2008-06-03 11:58:55.000,2008-05-20 11:06:21.000
080520AP_SCPSE_08138_10182.bsp,CASSINI,2008-05-17 01:19:59.000,2010-07-01 11:58:55.000,2008-05-19 18:36:24.000
080520AP_SCPSE_08141_08155.bsp,CASSINI,2008-05-19 14:11:55.000,2008-06-03 11:58:55.000,2008-05-20 11:06:12.000
080520AP_SE_08138_10182.bsp,CASSINI,2008-05-17 01:19:59.000,2010-07-01 11:58:55.000,2008-05-19 18:33:35.000
080520AP_SE_08141_08155.bsp,CASSINI,2008-05-19 14:11:55.000,2008-06-03 11:58:55.000,2008-05-20 11:06:22.000
080520AP_SK_08138_10182.bsp,CASSINI,2008-05-17 01:19:59.000,2010-07-01 11:58:55.000,2008-05-19 18:36:22.000
080520AP_SK_08141_08155.bsp,CASSINI,2008-05-19 14:11:55.000,2008-06-03 11:58:55.000,2008-05-20 11:06:14.000
080523AP_PE_08144_08155.bsp,CASSINI,2008-05-22 13:56:55.000,2008-06-03 11:58:55.000,2008-05-23 13:12:31.000
080523AP_SE_08144_08155.bsp,CASSINI,2008-05-22 13:56:55.000,2008-06-03 11:58:55.000,2008-05-23 13:12:31.000
080523BP_SCPSE_08144_08155.bsp,CASSINI,2008-05-22 13:56:55.000,2008-06-03 11:58:55.000,2008-05-23 13:12:28.000
080523BP_SK_08144_08155.bsp,CASSINI,2008-05-22 13:56:55.000,2008-06-03 11:58:55.000,2008-05-23 13:12:30.000
080527AP_PE_08145_08217.bsp,CASSINI,2008-05-24 23:06:40.000,2008-08-04 05:58:55.000,2008-05-27 12:24:41.000
080527AP_RE_90165_18018.bsp,CASSINI-SUPER,2090-06-15 00:00:00.000,2018-01-19 00:00:00.000,2008-05-27 00:00:00.000
080527AP_SCPSE_08145_08217.bsp,CASSINI,2008-05-24 23:06:40.000,2008-08-04 05:58:55.000,2008-05-27 12:24:21.000
080527AP_SE_08145_08217.bsp,CASSINI,2008-05-24 23:06:40.000,2008-08-04 05:58:55.000,2008-05-27 12:24:41.000
080527AP_SK_08145_08217.bsp,CASSINI,2008-05-24 23:06:40.000,2008-08-04 05:58:55.000,2008-05-27 12:24:26.000
080530AP_PE_08145_08217.bsp,CASSINI,2008-05-24 23:06:40.000,2008-08-04 05:58:55.000,2008-05-30 13:16:25.000
080530AP_SE_08145_08217.bsp,CASSINI,2008-05-24 23:06:40.000,2008-08-04 05:58:55.000,2008-05-30 13:16:25.000
080530BP_SCPSE_08145_08217.bsp,CASSINI,2008-05-24 23:06:40.000,2008-08-04 05:58:55.000,2008-05-30 13:16:15.000
080530BP_SK_08145_08217.bsp,CASSINI,2008-05-24 23:06:40.000,2008-08-04 05:58:55.000,2008-05-30 13:16:20.000
080605R_SCPSE_08078_08126.bsp,CASSINI,2008-03-18 11:58:55.000,2008-05-05 11:58:55.000,2008-06-05 17:54:24.000
080609AP_PE_08161_08217.bsp,CASSINI,2008-06-09 15:24:48.000,2008-08-04 05:58:55.000,2008-06-09 15:38:20.000
080609AP_SCPSE_08161_08217.bsp,CASSINI,2008-06-09 15:24:48.000,2008-08-04 05:58:55.000,2008-06-09 15:38:06.000
080609AP_SE_08161_08217.bsp,CASSINI,2008-06-09 15:24:48.000,2008-08-04 05:58:55.000,2008-06-09 15:38:20.000
080609AP_SK_08161_08217.bsp,CASSINI,2008-06-09 15:24:48.000,2008-08-04 05:58:55.000,2008-06-09 15:38:10.000
080616AP_PE_08168_08217.bsp,CASSINI,2008-06-16 14:00:04.000,2008-08-04 05:58:55.000,2008-06-16 14:13:37.000
080616AP_SCPSE_08168_08217.bsp,CASSINI,2008-06-16 14:00:04.000,2008-08-04 05:58:55.000,2008-06-16 14:13:26.000
080616AP_SE_08168_08217.bsp,CASSINI,2008-06-16 14:00:04.000,2008-08-04 05:58:55.000,2008-06-16 14:13:37.000
080616AP_SK_08168_08217.bsp,CASSINI,2008-06-16 14:00:04.000,2008-08-04 05:58:55.000,2008-06-16 14:13:29.000
080618R_SCPSE_08126_08141.bsp,CASSINI,2008-05-05 11:58:55.000,2008-05-20 17:58:55.000,2008-06-18 11:21:36.000
080619AP_PE_08171_08217.bsp,CASSINI,2008-06-19 12:12:22.000,2008-08-04 05:58:55.000,2008-06-19 12:25:43.000
080619AP_SCPSE_08171_08217.bsp,CASSINI,2008-06-19 12:12:22.000,2008-08-04 05:58:55.000,2008-06-19 12:25:33.000
080619AP_SE_08171_08217.bsp,CASSINI,2008-06-19 12:12:22.000,2008-08-04 05:58:55.000,2008-06-19 12:25:43.000
080619AP_SK_08171_08217.bsp,CASSINI,2008-06-19 12:12:22.000,2008-08-04 05:58:55.000,2008-06-19 12:25:35.000
080627AP_PE_08179_08217.bsp,CASSINI,2008-06-27 12:57:48.000,2008-08-04 05:58:55.000,2008-06-27 13:09:17.000
080627AP_SCPSE_08179_08217.bsp,CASSINI,2008-06-27 12:57:48.000,2008-08-04 05:58:55.000,2008-06-27 13:09:07.000
080627AP_SE_08179_08217.bsp,CASSINI,2008-06-27 12:57:48.000,2008-08-04 05:58:55.000,2008-06-27 13:09:17.000
080627AP_SK_08179_08217.bsp,CASSINI,2008-06-27 12:57:48.000,2008-08-04 05:58:55.000,2008-06-27 13:09:09.000
080707AP_PE_08189_08217.bsp,CASSINI,2008-07-07 17:18:14.000,2008-08-04 05:58:55.000,2008-07-07 17:25:41.000
080707AP_SCPSE_08189_08217.bsp,CASSINI,2008-07-07 17:18:14.000,2008-08-04 05:58:55.000,2008-07-07 17:25:34.000
080707AP_SE_08189_08217.bsp,CASSINI,2008-07-07 17:18:14.000,2008-08-04 05:58:55.000,2008-07-07 17:25:41.000
080707AP_SK_08189_08217.bsp,CASSINI,2008-07-07 17:18:14.000,2008-08-04 05:58:55.000,2008-07-07 17:25:36.000
080722AP_PE_08204_08217.bsp,CASSINI,2008-07-22 10:59:46.000,2008-08-04 05:58:55.000,2008-07-22 11:07:18.000
080722AP_SCPSE_08204_08217.bsp,CASSINI,2008-07-22 10:59:46.000,2008-08-04 05:58:55.000,2008-07-22 11:07:13.000
080722AP_SE_08204_08217.bsp,CASSINI,2008-07-22 10:59:46.000,2008-08-04 05:58:55.000,2008-07-22 11:07:18.000
080722AP_SK_08204_08217.bsp,CASSINI,2008-07-22 10:59:46.000,2008-08-04 05:58:55.000,2008-07-22 11:07:14.000
080725AP_PE_08207_08219.bsp,CASSINI,2008-07-25 02:34:55.000,2008-08-06 05:58:55.000,2008-07-25 11:44:45.000
080725AP_SCPSE_08207_08219.bsp,CASSINI,2008-07-25 02:34:55.000,2008-08-06 05:58:55.000,2008-07-25 11:44:42.000
080725AP_SE_08207_08219.bsp,CASSINI,2008-07-25 02:34:55.000,2008-08-06 05:58:55.000,2008-07-25 11:44:45.000
080725AP_SK_08207_08219.bsp,CASSINI,2008-07-25 02:34:55.000,2008-08-06 05:58:55.000,2008-07-25 11:44:42.000
080731AP_PE_08209_08229.bsp,CASSINI,2008-07-27 12:37:26.000,2008-08-16 11:58:55.000,2008-07-31 15:24:34.000
080731AP_SCPSE_08209_08229.bsp,CASSINI,2008-07-27 12:37:26.000,2008-08-16 11:58:55.000,2008-07-31 15:24:27.000
080731AP_SE_08209_08229.bsp,CASSINI,2008-07-27 12:37:26.000,2008-08-16 11:58:55.000,2008-07-31 15:24:34.000
080731AP_SK_08209_08229.bsp,CASSINI,2008-07-27 12:37:26.000,2008-08-16 11:58:55.000,2008-07-31 15:24:29.000
080801AP_PE_08209_08229.bsp,CASSINI,2008-07-27 12:37:26.000,2008-08-16 11:58:55.000,2008-08-01 18:16:02.000
080801AP_SCPSE_08209_08229.bsp,CASSINI,2008-07-27 12:37:26.000,2008-08-16 11:58:55.000,2008-08-01 18:15:55.000
080801AP_SE_08209_08229.bsp,CASSINI,2008-07-27 12:37:26.000,2008-08-16 11:58:55.000,2008-08-01 18:16:02.000
080801AP_SK_08209_08229.bsp,CASSINI,2008-07-27 12:37:26.000,2008-08-16 11:58:55.000,2008-08-01 18:15:56.000
080806AP_PE_08138_10182.bsp,CASSINI,2008-05-17 01:19:59.000,2010-07-01 11:58:55.000,2008-08-06 18:09:41.000
080806AP_SCPSE_08138_10182.bsp,CASSINI,2008-05-17 01:19:59.000,2010-07-01 11:58:56.000,2008-08-06 18:14:56.000
080806AP_SE_08138_10182.bsp,CASSINI,2008-05-17 01:19:59.000,2010-07-01 11:58:55.000,2008-08-06 18:09:39.000
080806AP_SK_08138_10182.bsp,CASSINI,2008-05-17 01:19:59.000,2010-07-01 11:58:56.000,2008-08-06 18:14:53.000
080807AP_PE_08220_08229.bsp,CASSINI,2008-08-06 09:18:55.000,2008-08-16 11:58:55.000,2008-08-07 15:43:42.000
080807AP_SE_08220_08229.bsp,CASSINI,2008-08-06 09:18:55.000,2008-08-16 11:58:55.000,2008-08-07 15:43:42.000
080807BP_SCPSE_08220_08229.bsp,CASSINI,2008-08-06 09:18:55.000,2008-08-16 11:58:55.000,2008-08-07 15:43:40.000
080807BP_SK_08220_08229.bsp,CASSINI,2008-08-06 09:18:55.000,2008-08-16 11:58:55.000,2008-08-07 15:43:41.000
080812AP_PE_08223_08286.bsp,CASSINI,2008-08-10 11:58:55.000,2008-10-12 11:58:55.000,2008-08-12 13:45:26.000
080812AP_SCPSE_08223_08286.bsp,CASSINI,2008-08-10 11:58:55.000,2008-10-12 11:58:55.000,2008-08-12 13:45:06.000
080812AP_SE_08223_08286.bsp,CASSINI,2008-08-10 11:58:55.000,2008-10-12 11:58:55.000,2008-08-12 13:45:26.000
080812AP_SK_08223_08286.bsp,CASSINI,2008-08-10 11:58:55.000,2008-10-12 11:58:55.000,2008-08-12 13:45:11.000
080819R_SCPSE_08141_08206.bsp,CASSINI,2008-05-20 17:58:55.000,2008-07-24 11:58:55.000,2008-09-02 09:02:45.000
080820AP_PE_08233_08286.bsp,CASSINI,2008-08-20 14:05:18.000,2008-10-12 11:58:55.000,2008-08-20 14:22:54.000
080820AP_SCPSE_08233_08286.bsp,CASSINI,2008-08-20 14:05:18.000,2008-10-12 11:58:55.000,2008-08-20 14:22:39.000
080820AP_SE_08233_08286.bsp,CASSINI,2008-08-20 14:05:18.000,2008-10-12 11:58:55.000,2008-08-20 14:22:54.000
080820AP_SK_08233_08286.bsp,CASSINI,2008-08-20 14:05:18.000,2008-10-12 11:58:55.000,2008-08-20 14:22:42.000
080916AP_PE_08260_08286.bsp,CASSINI,2008-09-16 12:08:09.000,2008-10-12 11:58:55.000,2008-09-16 12:22:59.000
080916AP_SCPSE_08260_08286.bsp,CASSINI,2008-09-16 12:08:09.000,2008-10-12 11:58:55.000,2008-09-16 12:22:48.000
080916AP_SE_08260_08286.bsp,CASSINI,2008-09-16 12:08:09.000,2008-10-12 11:58:55.000,2008-09-16 12:22:59.000
080916AP_SK_08260_08286.bsp,CASSINI,2008-09-16 12:08:09.000,2008-10-12 11:58:55.000,2008-09-16 12:22:51.000
080916R_SCPSE_08206_08220.bsp,CASSINI,2008-07-24 11:58:55.000,2008-08-07 05:58:55.000,2008-09-16 11:45:10.000
080929AP_PE_08273_08290.bsp,CASSINI,2008-09-29 12:49:18.000,2008-10-16 05:58:55.000,2008-09-29 12:59:58.000
080929AP_SCPSE_08273_08290.bsp,CASSINI,2008-09-29 12:49:18.000,2008-10-16 05:58:55.000,2008-09-29 12:59:51.000
080929AP_SE_08273_08290.bsp,CASSINI,2008-09-29 12:49:18.000,2008-10-16 05:58:55.000,2008-09-29 12:59:58.000
080929AP_SK_08273_08290.bsp,CASSINI,2008-09-29 12:49:18.000,2008-10-16 05:58:55.000,2008-09-29 12:59:53.000
081005AP_PE_08279_08290.bsp,CASSINI,2008-10-04 06:03:55.000,2008-10-16 05:58:55.000,2008-10-05 12:07:32.000
081005AP_SCPSE_08279_08290.bsp,CASSINI,2008-10-04 06:03:55.000,2008-10-16 05:58:55.000,2008-10-05 12:07:26.000
081005AP_SE_08279_08290.bsp,CASSINI,2008-10-04 06:03:55.000,2008-10-16 05:58:55.000,2008-10-05 12:07:32.000
081005AP_SK_08279_08290.bsp,CASSINI,2008-10-04 06:03:55.000,2008-10-16 05:58:55.000,2008-10-05 12:07:28.000
081010AP_PE_08282_08315.bsp,CASSINI,2008-10-08 19:06:39.000,2008-11-10 09:11:23.000,2008-10-10 14:07:26.000
081010AP_SCPSE_08282_08315.bsp,CASSINI,2008-10-08 19:06:39.000,2008-11-10 09:11:23.000,2008-10-10 14:07:13.000
081010AP_SE_08282_08315.bsp,CASSINI,2008-10-08 19:06:39.000,2008-11-10 09:11:23.000,2008-10-10 14:07:27.000
081010AP_SK_08282_08315.bsp,CASSINI,2008-10-08 19:06:39.000,2008-11-10 09:11:23.000,2008-10-10 14:07:16.000
081015AP_PE_08289_08315.bsp,CASSINI,2008-10-14 21:08:55.000,2008-11-10 09:11:23.000,2008-10-15 15:13:28.000
081015AP_SCPSE_08289_08315.bsp,CASSINI,2008-10-14 21:08:55.000,2008-11-10 09:11:23.000,2008-10-15 15:13:18.000
081015AP_SE_08289_08315.bsp,CASSINI,2008-10-14 21:08:55.000,2008-11-10 09:11:23.000,2008-10-15 15:13:29.000
081015AP_SK_08289_08315.bsp,CASSINI,2008-10-14 21:08:55.000,2008-11-10 09:11:23.000,2008-10-15 15:13:21.000
081020AP_PE_08294_08315.bsp,CASSINI,2008-10-20 15:36:30.000,2008-11-10 09:11:23.000,2008-10-20 15:45:11.000
081020AP_SCPSE_08294_08315.bsp,CASSINI,2008-10-20 15:36:30.000,2008-11-10 09:11:23.000,2008-10-20 15:45:01.000
081020AP_SE_08294_08315.bsp,CASSINI,2008-10-20 15:36:30.000,2008-11-10 09:11:23.000,2008-10-20 15:45:12.000
081020AP_SK_08294_08315.bsp,CASSINI,2008-10-20 15:36:30.000,2008-11-10 09:11:23.000,2008-10-20 15:45:04.000
081027AP_PE_08301_08315.bsp,CASSINI,2008-10-27 04:35:55.000,2008-11-10 09:11:23.000,2008-10-27 13:02:24.000
081027AP_SCPSE_08301_08315.bsp,CASSINI,2008-10-27 04:35:55.000,2008-11-10 09:11:23.000,2008-10-27 13:02:16.000
081027AP_SE_08301_08315.bsp,CASSINI,2008-10-27 04:35:55.000,2008-11-10 09:11:23.000,2008-10-27 13:02:24.000
081027AP_SK_08301_08315.bsp,CASSINI,2008-10-27 04:35:55.000,2008-11-10 09:11:23.000,2008-10-27 13:02:18.000
081031R_SCPSE_08220_08272.bsp,CASSINI,2008-08-07 05:58:55.000,2008-09-28 11:58:55.000,2008-10-31 14:23:30.000
081106AP_PE_08304_08331.bsp,CASSINI,2008-10-30 17:50:20.000,2008-11-26 11:58:55.000,2008-11-06 11:31:22.000
081106AP_SCPSE_08304_08331.bsp,CASSINI,2008-10-30 17:50:20.000,2008-11-26 11:58:55.000,2008-11-06 11:31:08.000
081106AP_SE_08304_08331.bsp,CASSINI,2008-10-30 17:50:20.000,2008-11-26 11:58:55.000,2008-11-06 11:31:22.000
081106AP_SK_08304_08331.bsp,CASSINI,2008-10-30 17:50:20.000,2008-11-26 11:58:55.000,2008-11-06 11:31:12.000
081111AP_PE_08316_08331.bsp,CASSINI,2008-11-10 10:07:55.000,2008-11-26 11:58:55.000,2008-11-11 11:06:17.000
081111AP_SCPSE_08316_08331.bsp,CASSINI,2008-11-10 10:07:55.000,2008-11-26 11:58:55.000,2008-11-11 11:06:09.000
081111AP_SE_08316_08331.bsp,CASSINI,2008-11-10 10:07:55.000,2008-11-26 11:58:55.000,2008-11-11 11:06:17.000
081111AP_SK_08316_08331.bsp,CASSINI,2008-11-10 10:07:55.000,2008-11-26 11:58:55.000,2008-11-11 11:06:11.000
081115AP_PE_08320_08331.bsp,CASSINI,2008-11-13 20:07:55.000,2008-11-26 07:32:28.000,2008-11-15 11:59:03.000
081115AP_SE_08320_08331.bsp,CASSINI,2008-11-13 20:07:55.000,2008-11-26 07:32:28.000,2008-11-15 11:59:03.000
081115BP_SCPSE_08320_08331.bsp,CASSINI,2008-11-13 20:07:55.000,2008-11-26 07:32:28.000,2008-11-15 11:58:58.000
081115BP_SK_08320_08331.bsp,CASSINI,2008-11-13 20:07:55.000,2008-11-26 07:32:28.000,2008-11-15 11:59:01.000
081121AP_PE_08320_08343.bsp,CASSINI,2008-11-15 22:23:35.000,2008-12-08 22:58:55.000,2008-11-21 13:30:31.000
081121AP_SCPSE_08320_08343.bsp,CASSINI,2008-11-15 22:23:35.000,2008-12-08 22:58:55.000,2008-11-21 13:30:20.000
081121AP_SE_08320_08343.bsp,CASSINI,2008-11-15 22:23:35.000,2008-12-08 22:58:55.000,2008-11-21 13:30:31.000
081121AP_SK_08320_08343.bsp,CASSINI,2008-11-15 22:23:35.000,2008-12-08 22:58:55.000,2008-11-21 13:30:23.000
081125AP_PE_08330_08343.bsp,CASSINI,2008-11-25 13:44:30.000,2008-12-08 22:58:55.000,2008-11-25 13:54:12.000
081125AP_RE_90165_18018.bsp,CASSINI-SUPER,2090-06-15 00:00:00.000,2018-01-19 00:00:00.000,2008-11-25 00:00:00.000
081125AP_SCPSE_08330_08343.bsp,CASSINI,2008-11-25 13:44:30.000,2008-12-08 22:58:55.000,2008-11-25 13:54:07.000
081125AP_SE_08330_08343.bsp,CASSINI,2008-11-25 13:44:30.000,2008-12-08 22:58:55.000,2008-11-25 13:54:12.000
081125AP_SK_08330_08343.bsp,CASSINI,2008-11-25 13:44:30.000,2008-12-08 22:58:55.000,2008-11-25 13:54:08.000
081126R_SCPSE_08272_08294.bsp,CASSINI,2008-09-28 11:58:55.000,2008-10-20 17:58:55.000,2008-11-26 15:00:49.000
081129AP_PE_08334_08346.bsp,CASSINI,2008-11-29 08:54:55.000,2008-12-11 22:58:55.000,2008-11-29 12:02:45.000
081129AP_SCPSE_08334_08346.bsp,CASSINI,2008-11-29 08:54:55.000,2008-12-11 22:58:55.000,2008-11-29 12:02:40.000
081129AP_SE_08334_08346.bsp,CASSINI,2008-11-29 08:54:55.000,2008-12-11 22:58:55.000,2008-11-29 12:02:45.000
081129AP_SK_08334_08346.bsp,CASSINI,2008-11-29 08:54:55.000,2008-12-11 22:58:55.000,2008-11-29 12:02:41.000
081203AP_PE_08336_08364.bsp,CASSINI,2008-12-01 09:09:43.000,2008-12-29 11:58:55.000,2008-12-03 12:58:04.000
081203AP_SCPSE_08336_08364.bsp,CASSINI,2008-12-01 09:09:43.000,2008-12-29 11:58:55.000,2008-12-03 12:57:49.000
081203AP_SE_08336_08364.bsp,CASSINI,2008-12-01 09:09:43.000,2008-12-29 11:58:55.000,2008-12-03 12:58:04.000
081203AP_SK_08336_08364.bsp,CASSINI,2008-12-01 09:09:43.000,2008-12-29 11:58:55.000,2008-12-03 12:57:53.000
081207AP_PE_08336_08364.bsp,CASSINI,2008-12-01 09:09:43.000,2008-12-29 11:58:55.000,2008-12-07 12:41:34.000
081207AP_SCPSE_08336_08364.bsp,CASSINI,2008-12-01 09:09:43.000,2008-12-29 11:58:55.000,2008-12-07 12:41:19.000
081207AP_SE_08336_08364.bsp,CASSINI,2008-12-01 09:09:43.000,2008-12-29 11:58:55.000,2008-12-07 12:41:34.000
081207AP_SK_08336_08364.bsp,CASSINI,2008-12-01 09:09:43.000,2008-12-29 11:58:55.000,2008-12-07 12:41:22.000
081211AP_PE_08346_08364.bsp,CASSINI,2008-12-11 08:11:55.000,2008-12-29 11:58:55.000,2008-12-11 13:50:34.000
081211AP_SCPSE_08346_08364.bsp,CASSINI,2008-12-11 08:11:55.000,2008-12-29 11:58:55.000,2008-12-11 13:50:25.000
081211AP_SE_08346_08364.bsp,CASSINI,2008-12-11 08:11:55.000,2008-12-29 11:58:55.000,2008-12-11 13:50:35.000
081211AP_SK_08346_08364.bsp,CASSINI,2008-12-11 08:11:55.000,2008-12-29 11:58:55.000,2008-12-11 13:50:27.000
081216AP_PE_08351_08364.bsp,CASSINI,2008-12-15 07:56:55.000,2008-12-29 11:58:55.000,2008-12-16 12:03:15.000
081216AP_SCPSE_08351_08364.bsp,CASSINI,2008-12-15 07:56:55.000,2008-12-29 11:58:55.000,2008-12-16 12:03:07.000
081216AP_SE_08351_08364.bsp,CASSINI,2008-12-15 07:56:55.000,2008-12-29 11:58:55.000,2008-12-16 12:03:15.000
081216AP_SK_08351_08364.bsp,CASSINI,2008-12-15 07:56:55.000,2008-12-29 11:58:55.000,2008-12-16 12:03:09.000
081217R_SCPSE_08294_08319.bsp,CASSINI,2008-10-20 17:58:55.000,2008-11-14 11:58:55.000,2008-12-17 14:45:02.000
081223AP_PE_08351_09044.bsp,CASSINI,2008-12-16 17:27:17.000,2009-02-13 05:58:55.000,2008-12-23 11:21:40.000
081223AP_SE_08351_09044.bsp,CASSINI,2008-12-16 17:27:17.000,2009-02-13 05:58:55.000,2008-12-23 11:21:40.000
081223BP_SCPSE_08351_09044.bsp,CASSINI,2008-12-16 17:27:17.000,2009-02-13 05:58:55.000,2008-12-23 11:21:30.000
081223BP_SK_08351_09044.bsp,CASSINI,2008-12-16 17:27:17.000,2009-02-13 05:58:55.000,2008-12-23 11:21:35.000
090105AP_PE_08351_09043.bsp,CASSINI,2008-12-16 17:27:17.000,2009-02-12 09:58:55.000,2009-01-05 12:26:32.000
090105AP_SCPSE_08351_09043.bsp,CASSINI,2008-12-16 17:27:17.000,2009-02-12 09:58:55.000,2009-01-05 12:26:10.000
090105AP_SE_08351_09043.bsp,CASSINI,2008-12-16 17:27:17.000,2009-02-12 09:58:55.000,2009-01-05 12:26:32.000
090105AP_SK_08351_09043.bsp,CASSINI,2008-12-16 17:27:17.000,2009-02-12 09:58:55.000,2009-01-05 12:26:16.000
090120AP_PE_09020_09043.bsp,CASSINI,2009-01-20 17:36:35.000,2009-02-12 09:58:55.000,2009-01-20 17:43:39.000
090120AP_SCPSE_09020_09043.bsp,CASSINI,2009-01-20 17:36:35.000,2009-02-12 09:58:55.000,2009-01-20 17:43:30.000
090120AP_SE_09020_09043.bsp,CASSINI,2009-01-20 17:36:35.000,2009-02-12 09:58:55.000,2009-01-20 17:43:39.000
090120AP_SK_09020_09043.bsp,CASSINI,2009-01-20 17:36:35.000,2009-02-12 09:58:55.000,2009-01-20 17:43:32.000
090120R_SCPSE_08319_08334.bsp,CASSINI,2008-11-14 11:58:55.000,2008-11-29 01:58:55.000,2009-01-20 10:53:52.000
090202AP_PE_09033_09044.bsp,CASSINI,2009-02-01 22:32:55.000,2009-02-13 05:58:55.000,2009-02-02 11:48:46.000
090202AP_SE_09033_09044.bsp,CASSINI,2009-02-01 22:32:55.000,2009-02-13 05:58:55.000,2009-02-02 11:48:47.000
090202BP_IRRE_00256_50017.bsp,CASSINI-SUPER,2000-09-13 00:00:00.000,2050-01-18 00:00:00.000,2009-02-02 00:00:00.000
090202BP_SCPSE_09033_09044.bsp,CASSINI,2009-02-01 22:32:55.000,2009-02-13 05:58:55.000,2009-02-02 11:48:42.000
090202BP_SK_09033_09044.bsp,CASSINI,2009-02-01 22:32:55.000,2009-02-13 05:58:55.000,2009-02-02 11:48:44.000
090202R_SCPSE_08334_08350.bsp,CASSINI,2008-11-29 01:58:55.000,2008-12-15 01:58:55.000,2009-02-02 12:07:23.000
090209AP_PE_09037_09090.bsp,CASSINI,2009-02-06 08:50:51.000,2009-03-31 05:58:55.000,2009-02-09 12:52:55.000
