,Spacecraft,Start,Stop,Created
120523R_SCPSE_12098_12116.bsp,CASSINI,2012-04-07 02:58:55.000,2012-04-25 01:58:55.000,2012-05-23 12:25:04.000
120524AP_PE_12140_12165.bsp,CASSINI,2012-05-19 11:58:55.000,2012-06-13 11:58:55.000,2012-05-24 10:20:40.000
120524AP_SE_12140_12165.bsp,CASSINI,2012-05-19 11:58:55.000,2012-06-13 11:58:55.000,2012-05-24 10:20:40.000
120524BP_SCPSE_12140_12165.bsp,CASSINI,2012-05-19 11:58:55.000,2012-06-13 11:58:55.000,2012-05-24 10:20:40.000
120524BP_SK_12140_12165.bsp,CASSINI,2012-05-19 11:58:55.000,2012-06-13 11:58:55.000,2012-05-24 10:20:40.000
120529AP_PE_12146_12165.bsp,CASSINI,2012-05-25 11:58:55.000,2012-06-13 11:58:55.000,2012-05-29 11:21:32.000
120529AP_SCPSE_12146_12165.bsp,CASSINI,2012-05-25 11:58:55.000,2012-06-13 11:58:55.000,2012-05-29 11:21:31.000
120529AP_SE_12146_12165.bsp,CASSINI,2012-05-25 11:58:55.000,2012-06-13 11:58:55.000,2012-05-29 11:21:32.000
120529AP_SK_12146_12165.bsp,CASSINI,2012-05-25 11:58:55.000,2012-06-13 11:58:55.000,2012-05-29 11:21:32.000
120602AP_PE_12154_12164.bsp,CASSINI,2012-06-02 11:58:55.000,2012-06-12 11:58:55.000,2012-06-02 10:56:35.000
120602AP_SCPSE_12154_12164.bsp,CASSINI,2012-06-02 11:58:55.000,2012-06-12 11:58:55.000,2012-06-02 10:56:35.000
120602AP_SE_12154_12164.bsp,CASSINI,2012-06-02 11:58:55.000,2012-06-12 11:58:55.000,2012-06-02 10:56:35.000
120602AP_SK_12154_12164.bsp,CASSINI,2012-06-02 11:58:55.000,2012-06-12 11:58:55.000,2012-06-02 10:56:35.000
120608AP_PE_12156_12212.bsp,CASSINI,2012-06-04 04:52:48.000,2012-07-30 04:52:48.000,2012-06-08 12:59:56.000
120608AP_SCPSE_12156_12212.bsp,CASSINI,2012-06-04 04:52:48.000,2012-07-30 04:52:48.000,2012-06-08 12:59:54.000
120608AP_SE_12156_12212.bsp,CASSINI,2012-06-04 04:52:48.000,2012-07-30 04:52:48.000,2012-06-08 12:59:56.000
120608AP_SK_12156_12212.bsp,CASSINI,2012-06-04 04:52:48.000,2012-07-30 04:52:48.000,2012-06-08 12:59:55.000
120619AP_PE_12170_12212.bsp,CASSINI,2012-06-18 11:58:55.000,2012-07-30 11:58:55.000,2012-06-19 10:01:06.000
120619AP_SCPSE_12170_12212.bsp,CASSINI,2012-06-18 11:58:55.000,2012-07-30 11:58:55.000,2012-06-19 10:01:05.000
120619AP_SE_12170_12212.bsp,CASSINI,2012-06-18 11:58:55.000,2012-07-30 11:58:55.000,2012-06-19 10:01:06.000
120619AP_SK_12170_12212.bsp,CASSINI,2012-06-18 11:58:55.000,2012-07-30 11:58:55.000,2012-06-19 10:01:06.000
120628R_SCPSE_12116_12136.bsp,CASSINI,2012-04-25 01:58:55.000,2012-05-15 01:58:55.000,2012-06-28 15:03:43.000
120711CP_IRRE_00256_25017.bsp,CASSINI-SUPER,2000-09-13 00:00:00.000,2025-01-18 00:00:00.000,2012-07-11 00:00:00.000
120716AP_PE_12170_12212.bsp,CASSINI,2012-06-18 11:58:55.000,2012-07-30 11:58:55.000,2012-07-16 10:06:39.000
120716AP_SCPSE_12170_12212.bsp,CASSINI,2012-06-18 11:58:55.000,2012-07-30 11:58:55.000,2012-07-16 10:06:38.000
120716AP_SE_12170_12212.bsp,CASSINI,2012-06-18 11:58:55.000,2012-07-30 11:58:55.000,2012-07-16 10:06:39.000
120716AP_SK_12170_12212.bsp,CASSINI,2012-06-18 11:58:55.000,2012-07-30 11:58:55.000,2012-07-16 10:06:38.000
120719AP_PE_12170_12212.bsp,CASSINI,2012-06-18 11:58:55.000,2012-07-30 11:58:55.000,2012-07-19 10:32:52.000
120719AP_SCPSE_12170_12212.bsp,CASSINI,2012-06-18 11:58:55.000,2012-07-30 11:58:55.000,2012-07-19 10:32:51.000
120719AP_SE_12170_12212.bsp,CASSINI,2012-06-18 11:58:55.000,2012-07-30 11:58:55.000,2012-07-19 10:32:52.000
120719AP_SK_12170_12212.bsp,CASSINI,2012-06-18 11:58:55.000,2012-07-30 11:58:55.000,2012-07-19 10:32:51.000
120727AP_PE_12203_12276.bsp,CASSINI,2012-07-21 11:58:55.000,2012-10-02 11:58:55.000,2012-07-27 08:47:14.000
120727AP_SE_12203_12276.bsp,CASSINI,2012-07-21 11:58:55.000,2012-10-02 11:58:55.000,2012-07-27 08:47:14.000
120727AP_SK_12203_12276.bsp,CASSINI,2012-07-21 11:58:55.000,2012-10-02 11:58:55.000,2012-07-27 08:55:31.000
120727BP_SCPSE_12203_12276.bsp,CASSINI,2012-07-21 11:58:55.000,2012-10-02 11:58:55.000,2012-07-27 08:58:52.000
120727BP_SK_12203_12276.bsp,CASSINI,2012-07-21 11:58:55.000,2012-10-02 11:58:55.000,2012-07-27 08:47:14.000
120802AP_PE_12212_12276.bsp,CASSINI,2012-07-30 11:58:55.000,2012-10-02 11:58:55.000,2012-08-02 10:41:15.000
120802AP_SCPSE_12212_12276.bsp,CASSINI,2012-07-30 11:58:55.000,2012-10-02 11:58:55.000,2012-08-02 10:41:14.000
